ts,pid,rss_kb,comm
15:36:51,97862,26304,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:36:54,97708,49600,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:36:54,97862,27136,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:36:54,97992,127888,gopls
15:36:54,97999,27312,/Users/michael.pursifull/go/bin/gopls
15:36:56,97708,49680,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:36:56,97862,27728,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:36:56,97992,381504,gopls
15:36:56,97999,27312,/Users/michael.pursifull/go/bin/gopls
15:36:58,97708,422880,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:36:58,97862,28112,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:36:58,97992,553936,gopls
15:36:58,97999,27312,/Users/michael.pursifull/go/bin/gopls
15:37:00,97708,2126464,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:00,97862,55552,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:00,97992,615216,gopls
15:37:00,97999,27312,/Users/michael.pursifull/go/bin/gopls
15:37:02,98508,30000,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:04,98508,1057744,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:04,98578,29120,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:06,98508,2189168,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:06,98578,56112,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:06,98706,149584,gopls
15:37:06,98708,27200,/Users/michael.pursifull/go/bin/gopls
15:37:08,98706,194688,gopls
15:37:08,98708,27200,/Users/michael.pursifull/go/bin/gopls
15:37:08,98767,46816,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:08,98821,25664,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:10,98706,217056,gopls
15:37:10,98708,27200,/Users/michael.pursifull/go/bin/gopls
15:37:10,98767,226288,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:10,98821,28160,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:12,98706,217056,gopls
15:37:12,98708,27200,/Users/michael.pursifull/go/bin/gopls
15:37:12,98767,1556480,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:12,98821,46544,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:15,98706,217056,gopls
15:37:15,98708,27200,/Users/michael.pursifull/go/bin/gopls
