ts,pid,rss_kb,comm
15:37:15,98767,1694304,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:15,98821,47744,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:17,99049,581296,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:17,99075,28128,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:19,99049,1620528,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:19,99075,48016,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:27,99364,45728,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:27,99386,25472,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:29,99364,46400,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
15:37:29,99386,25888,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/libexec/rust-analyzer-proc-macro-srv
15:37:31,99364,46432,/Users/michael.pursifull/.rustup/toolchains/1.97.1-aarch64-apple-darwin/bin/rust-analyzer
